ts,heatpump_cop_gs,heatpump_cop_as,pv_availability_factor,wind_availability_factor
3073,6.37,3.35,0,0.481
3074,6.39,3.37,0,0.404
3075,6.4,3.38,0,0.355
3076,6.39,3.37,0,0.31
3077,6.65,3.48,0.013,0.27
3078,6.65,3.48,0.053,0.209
3079,6.65,3.48,0.116,0.213
3080,6.65,3.48,0.222,0.249
3081,6.65,3.48,0.344,0.201
3082,6.64,3.47,0.396,0.167
3083,7.3,3.99,0.368,0.177
3084,7.3,3.99,0.241,0.191
3085,7.3,3.99,0.187,0.155
3086,7.3,3.98,0.173,0.101
3087,7.3,3.99,0.15,0.073
3088,7.3,3.98,0.11,0.053
3089,7.12,3.78,0.066,0.024
3090,7.12,3.78,0.019,0.04
3091,7.12,3.79,0,0.124
3092,7.12,3.79,0,0.245
3093,7.12,3.79,0,0.344
3094,7.12,3.79,0,0.417
3095,6.62,3.47,0,0.484
3096,6.62,3.47,0,0.589
3097,6.62,3.47,0,0.637
3098,6.63,3.48,0,0.589
3099,6.64,3.48,0,0.599
3100,6.64,3.48,0,0.603
3101,6.68,3.51,0.036,0.502
3102,6.68,3.5,0.166,0.455
3103,6.67,3.5,0.338,0.721
3104,6.67,3.5,0.507,0.724
3105,6.67,3.49,0.611,0.696
3106,6.66,3.48,0.644,0.661
3107,6.82,3.57,0.639,0.644
3108,6.82,3.57,0.606,0.649
3109,6.82,3.57,0.542,0.655
3110,6.82,3.57,0.454,0.642
3111,6.82,3.57,0.366,0.591
3112,6.81,3.56,0.243,0.527
3113,6.4,3.39,0.116,0.425
3114,6.41,3.39,0.029,0.34
3115,6.41,3.4,0,0.361
3116,6.42,3.4,0,0.395
3117,6.42,3.4,0,0.441
3118,6.4,3.39,0,0.457
3119,6.13,3.31,0,0.437
3120,6.11,3.3,0,0.419
3121,6.13,3.31,0,0.367
3122,6.13,3.31,0,0.277
3123,6.14,3.32,0,0.185
3124,6.15,3.32,0,0.103
3125,6.07,3.29,0.044,0.045
3126,6.07,3.29,0.17,0.007
3127,6.08,3.3,0.344,0.09
3128,6.07,3.29,0.491,0.243
3129,6.07,3.29,0.574,0.386
3130,6.07,3.29,0.559,0.421
3131,6.32,3.39,0.401,0.323
3132,6.32,3.39,0.374,0.182
3133,6.31,3.38,0.286,0.084
3134,6.31,3.39,0.165,0.033
3135,6.31,3.39,0.122,0.026
3136,6.32,3.39,0.08,0.036
3137,6.13,3.32,0.038,0.045
3138,6.14,3.33,0.008,0.039
3139,6.14,3.33,0,0.017
3140,6.15,3.33,0,0.083
3141,6.14,3.33,0,0.234
3142,6.13,3.32,0,0.447
3143,5.94,3.26,0,0.499
3144,5.93,3.25,0,0.491
3145,5.93,3.26,0,0.488
3146,5.94,3.26,0,0.475
3147,5.96,3.27,0,0.442
3148,5.97,3.28,0,0.446
3149,6.09,3.32,0.038,0.376
3150,6.09,3.32,0.113,0.327
3151,6.09,3.32,0.158,0.355
3152,6.08,3.32,0.172,0.43
3153,6.08,3.32,0.18,0.539
3154,6.07,3.31,0.187,0.654
3155,6.61,3.53,0.215,0.721
3156,6.61,3.53,0.222,0.762
3157,6.61,3.53,0.242,0.799
3158,6.61,3.53,0.227,0.829
3159,6.61,3.53,0.171,0.853
3160,6.61,3.53,0.112,0.855
3161,6.03,3.3,0.052,0.829
3162,6.04,3.31,0.011,0.794
3163,6.04,3.31,0,0.772
3164,6.04,3.31,0,0.765
3165,6.03,3.3,0,0.777
3166,6.01,3.29,0,0.796
3167,5.61,3.15,0,0.822
3168,5.6,3.15,0,0.841
3169,5.61,3.15,0,0.86
3170,5.62,3.16,0,0.867
3171,5.63,3.17,0,0.882
3172,5.64,3.17,0,0.894
3173,5.82,3.25,0.014,0.893
3174,5.82,3.25,0.05,0.887
3175,5.82,3.24,0.12,0.904
3176,5.81,3.24,0.251,0.931
3177,5.8,3.24,0.364,0.942
3178,5.8,3.23,0.436,0.94
3179,6.51,3.51,0.524,0.938
3180,6.52,3.51,0.606,0.938
3181,6.51,3.51,0.576,0.937
3182,6.51,3.51,0.472,0.936
3183,6.51,3.51,0.341,0.939
3184,6.51,3.51,0.181,0.933
3185,6.27,3.42,0.08,0.899
3186,6.27,3.42,0.017,0.779
3187,6.27,3.42,0,0.61
3188,6.28,3.42,0,0.513
3189,6.27,3.42,0,0.516
3190,6.26,3.41,0,0.534
3191,5.85,3.27,0,0.571
3192,5.84,3.26,0,0.602
3193,5.84,3.27,0,0.608
3194,5.85,3.27,0,0.627
3195,5.85,3.27,0,0.647
3196,5.86,3.28,0.001,0.649
3197,6.22,3.41,0.049,0.566
3198,6.22,3.4,0.164,0.528
3199,6.22,3.4,0.305,0.821
3200,6.22,3.4,0.429,0.877
3201,6.21,3.4,0.495,0.88
3202,6.21,3.39,0.523,0.875
3203,7.07,3.89,0.5,0.863
3204,7.07,3.9,0.403,0.845
3205,7.07,3.89,0.324,0.826
3206,7.07,3.89,0.245,0.818
3207,7.07,3.89,0.149,0.796
3208,7.07,3.89,0.09,0.737
3209,6.94,3.75,0.037,0.621
3210,6.94,3.76,0.007,0.559
3211,6.94,3.76,0,0.619
3212,6.94,3.76,0,0.68
3213,6.94,3.76,0,0.727
3214,6.94,3.75,0,0.751
3215,6.08,3.35,0,0.739
3216,6.07,3.34,0,0.704
3217,6.08,3.34,0,0.695
3218,6.08,3.35,0,0.668
3219,6.08,3.35,0,0.66
3220,6.08,3.35,0,0.674
3221,6.57,3.53,0.007,0.69
3222,6.57,3.53,0.025,0.702
3223,6.57,3.53,0.049,0.708
3224,6.57,3.53,0.067,0.692
3225,6.56,3.53,0.086,0.695
3226,6.56,3.52,0.106,0.702
3227,7.24,4.03,0.106,0.703
3228,7.24,4.04,0.091,0.709
3229,7.24,4.03,0.09,0.724
3230,7.24,4.04,0.07,0.722
3231,7.24,4.04,0.046,0.688
3232,7.24,4.03,0.029,0.672
3233,7.09,3.87,0.02,0.666
3234,7.09,3.87,0.006,0.655
3235,7.09,3.87,0,0.642
3236,7.09,3.88,0,0.619
3237,7.09,3.88,0,0.608
3238,7.09,3.86,0,0.583
3239,6.38,3.43,0,0.535
3240,6.37,3.42,0,0.491
3241,6.38,3.42,0,0.474
3242,6.39,3.44,0,0.452
3243,6.4,3.44,0,0.44
3244,6.4,3.44,0,0.42
3245,6.61,3.55,0.016,0.35
3246,6.6,3.54,0.046,0.281
3247,6.6,3.54,0.094,0.243
3248,6.6,3.54,0.135,0.218
3249,6.59,3.53,0.196,0.166
3250,6.58,3.52,0.231,0.093
3251,7.11,3.79,0.289,0.032
3252,7.11,3.8,0.317,0.009
3253,7.11,3.79,0.367,0.004
3254,7.11,3.79,0.406,0.004
3255,7.11,3.79,0.338,0.004
3256,7.11,3.78,0.236,0.007
3257,6.85,3.65,0.109,0.014
3258,6.86,3.66,0.038,0.029
3259,6.86,3.66,0,0.044
3260,6.86,3.67,0,0.042
3261,6.86,3.67,0,0.035
3262,6.85,3.66,0,0.031
3263,6.49,3.47,0,0.025
3264,6.48,3.47,0,0.017
3265,6.48,3.46,0,0.012
3266,6.5,3.48,0,0.011
3267,6.52,3.5,0,0.012
3268,6.52,3.5,0.002,0.018
3269,6.62,3.55,0.042,0.023
3270,6.61,3.55,0.164,0.041
3271,6.61,3.55,0.345,0.13
3272,6.61,3.55,0.511,0.199
3273,6.6,3.54,0.638,0.296
3274,6.59,3.53,0.716,0.395
3275,6.98,3.72,0.757,0.474
3276,6.98,3.72,0.748,0.541
3277,6.98,3.72,0.701,0.586
3278,6.97,3.72,0.617,0.613
3279,6.97,3.72,0.485,0.629
3280,6.97,3.71,0.317,0.636
3281,6.67,3.56,0.135,0.607
3282,6.67,3.57,0.03,0.472
3283,6.68,3.58,0,0.488
3284,6.68,3.58,0,0.506
3285,6.68,3.58,0,0.462
3286,6.67,3.57,0,0.435
3287,6.17,3.35,0,0.439
3288,6.17,3.35,0,0.434
3289,6.2,3.37,0,0.411
3290,6.2,3.37,0,0.361
3291,6.23,3.39,0,0.324
3292,6.24,3.4,0.001,0.286
3293,6.39,3.46,0.04,0.245
3294,6.38,3.45,0.155,0.3
3295,6.39,3.46,0.359,0.41
3296,6.39,3.46,0.52,0.494
3297,6.37,3.45,0.638,0.556
3298,6.38,3.45,0.711,0.58
3299,7.11,3.87,0.733,0.562
3300,7.11,3.87,0.693,0.505
3301,7.11,3.85,0.629,0.435
3302,7.11,3.85,0.549,0.393
3303,7.11,3.85,0.443,0.386
3304,7.11,3.86,0.297,0.393
3305,7,3.74,0.134,0.376
3306,7,3.75,0.034,0.334
3307,7,3.75,0,0.336
3308,7,3.76,0,0.305
3309,7,3.76,0,0.246
3310,7,3.75,0,0.202
3311,6.32,3.43,0,0.172
3312,6.31,3.42,0,0.144
3313,6.32,3.43,0,0.104
3314,6.31,3.43,0,0.068
3315,6.33,3.44,0,0.068
3316,6.35,3.46,0.001,0.095
3317,6.59,3.55,0.046,0.103
3318,6.58,3.54,0.164,0.062
3319,6.57,3.54,0.326,0.118
3320,6.58,3.54,0.479,0.197
3321,6.57,3.53,0.591,0.241
3322,6.56,3.53,0.648,0.261
3323,6.98,3.72,0.654,0.279
3324,6.98,3.72,0.604,0.315
3325,6.97,3.71,0.469,0.355
3326,6.97,3.71,0.408,0.391
3327,6.97,3.7,0.299,0.407
3328,6.96,3.7,0.158,0.382
3329,6.56,3.52,0.057,0.3
3330,6.57,3.52,0.012,0.27
3331,6.58,3.54,0,0.264
3332,6.58,3.54,0,0.209
3333,6.58,3.54,0,0.153
3334,6.56,3.52,0,0.127
3335,6,3.33,0,0.132
3336,5.99,3.32,0,0.114
3337,5.99,3.32,0,0.087
3338,6.01,3.33,0,0.084
3339,6.02,3.34,0,0.133
3340,6.02,3.34,0,0.133
3341,6.16,3.4,0.02,0.131
3342,6.16,3.39,0.083,0.111
3343,6.15,3.39,0.177,0.16
3344,6.15,3.39,0.314,0.255
3345,6.14,3.38,0.454,0.382
3346,6.13,3.38,0.437,0.488
3347,6.78,3.66,0.392,0.574
3348,6.79,3.66,0.406,0.631
3349,6.78,3.66,0.415,0.663
3350,6.78,3.66,0.411,0.655
3351,6.78,3.65,0.338,0.636
3352,6.78,3.65,0.213,0.562
3353,6.36,3.47,0.12,0.459
3354,6.38,3.48,0.039,0.499
3355,6.38,3.48,0,0.549
3356,6.39,3.49,0,0.538
3357,6.38,3.48,0,0.476
3358,6.36,3.47,0,0.42
3359,5.89,3.32,0,0.358
3360,5.88,3.31,0,0.3
3361,5.89,3.32,0,0.238
3362,5.89,3.32,0,0.178
3363,5.9,3.32,0,0.132
3364,5.9,3.32,0.004,0.108
3365,6.11,3.4,0.051,0.075
3366,6.11,3.39,0.163,0.039
3367,6.11,3.39,0.318,0.031
3368,6.11,3.39,0.452,0.029
3369,6.1,3.38,0.512,0.036
3370,6.09,3.38,0.466,0.069
3371,6.8,3.71,0.395,0.148
3372,6.8,3.72,0.317,0.266
3373,6.8,3.71,0.275,0.406
3374,6.8,3.71,0.284,0.54
3375,6.8,3.71,0.277,0.663
3376,6.8,3.71,0.181,0.717
3377,6.44,3.52,0.116,0.695
3378,6.45,3.53,0.041,0.661
3379,6.45,3.53,0,0.697
3380,6.46,3.54,0,0.714
3381,6.45,3.53,0,0.655
3382,6.43,3.52,0,0.675
3383,5.85,3.32,0,0.692
3384,5.84,3.32,0,0.723
3385,5.85,3.32,0,0.71
3386,5.85,3.32,0,0.765
3387,5.86,3.33,0,0.793
3388,5.86,3.33,0,0.773
3389,6.09,3.42,0.019,0.733
3390,6.08,3.41,0.056,0.694
3391,6.08,3.41,0.107,0.679
3392,6.08,3.41,0.198,0.784
3393,6.07,3.4,0.335,0.866
3394,6.06,3.4,0.364,0.891
3395,6.75,3.71,0.266,0.893
3396,6.75,3.71,0.245,0.895
3397,6.75,3.71,0.229,0.892
3398,6.75,3.71,0.199,0.881
3399,6.75,3.71,0.154,0.857
3400,6.75,3.71,0.093,0.815
3401,6.34,3.51,0.046,0.807
3402,6.35,3.52,0.014,0.829
3403,6.35,3.52,0,0.837
3404,6.35,3.53,0,0.832
3405,6.35,3.52,0,0.835
3406,6.33,3.51,0,0.842
3407,5.85,3.34,0,0.849
3408,5.84,3.34,0,0.849
3409,5.85,3.34,0,0.839
3410,5.85,3.34,0,0.826
3411,5.87,3.35,0,0.806
3412,5.87,3.36,0.001,0.783
3413,5.88,3.37,0.039,0.756
3414,5.88,3.36,0.124,0.773
3415,5.87,3.36,0.244,0.836
3416,5.86,3.36,0.347,0.853
3417,5.86,3.35,0.411,0.84
3418,5.85,3.35,0.398,0.824
3419,6.47,3.58,0.445,0.81
3420,6.48,3.58,0.477,0.791
3421,6.47,3.58,0.48,0.763
3422,6.47,3.58,0.44,0.724
3423,6.47,3.58,0.392,0.671
3424,6.47,3.58,0.266,0.605
3425,6.15,3.46,0.14,0.502
3426,6.16,3.47,0.043,0.352
3427,6.16,3.47,0.001,0.332
3428,6.17,3.47,0,0.301
3429,6.16,3.47,0,0.284
3430,6.14,3.46,0,0.297
3431,5.55,3.24,0,0.322
3432,5.55,3.24,0,0.361
3433,5.55,3.24,0,0.401
3434,5.56,3.25,0,0.434
3435,5.57,3.26,0,0.459
3436,5.57,3.26,0.005,0.455
3437,5.6,3.26,0.034,0.336
3438,5.6,3.26,0.186,0.167
3439,5.6,3.26,0.366,0.194
3440,5.59,3.26,0.524,0.214
3441,5.58,3.25,0.644,0.227
3442,5.58,3.25,0.72,0.226
3443,5.87,3.35,0.754,0.222
3444,5.87,3.35,0.747,0.218
3445,5.86,3.35,0.7,0.21
3446,5.87,3.35,0.612,0.205
3447,5.87,3.35,0.482,0.2
3448,5.87,3.35,0.318,0.199
3449,5.68,3.28,0.14,0.184
3450,5.69,3.29,0.031,0.157
3451,5.69,3.29,0.001,0.144
3452,5.7,3.3,0,0.128
3453,5.69,3.29,0,0.118
3454,5.67,3.28,0,0.121
3455,5.4,3.19,0,0.131
3456,5.4,3.19,0,0.132
3457,5.4,3.19,0,0.128
3458,5.41,3.2,0,0.126
3459,5.43,3.21,0,0.126
3460,5.43,3.21,0.005,0.121
3461,5.51,3.25,0.052,0.095
3462,5.51,3.25,0.17,0.033
3463,5.51,3.25,0.317,0.013
3464,5.5,3.25,0.459,0.011
3465,5.5,3.24,0.573,0.009
3466,5.49,3.24,0.632,0.008
3467,6.02,3.43,0.659,0.01
3468,6.02,3.42,0.622,0.014
3469,6.01,3.42,0.557,0.018
3470,6.02,3.42,0.456,0.018
3471,6.01,3.42,0.3,0.013
3472,6.02,3.42,0.144,0.009
3473,5.85,3.37,0.055,0.006
3474,5.86,3.37,0.023,0.006
3475,5.86,3.38,0,0.015
3476,5.86,3.38,0,0.034
3477,5.86,3.37,0,0.072
3478,5.84,3.36,0,0.133
3479,5.56,3.26,0,0.185
3480,5.57,3.26,0,0.193
3481,5.56,3.26,0,0.178
3482,5.57,3.27,0,0.168
3483,5.59,3.28,0,0.166
3484,5.59,3.29,0.004,0.172
3485,5.75,3.34,0.051,0.152
3486,5.76,3.34,0.157,0.112
3487,5.75,3.34,0.298,0.124
3488,5.74,3.33,0.433,0.113
3489,5.73,3.33,0.555,0.085
3490,5.73,3.32,0.636,0.058
3491,6.39,3.58,0.666,0.042
3492,6.39,3.58,0.659,0.032
3493,6.39,3.58,0.602,0.026
3494,6.39,3.58,0.513,0.024
3495,6.39,3.58,0.396,0.023
3496,6.39,3.58,0.233,0.017
3497,5.93,3.4,0.125,0.007
3498,5.94,3.41,0.042,0.013
3499,5.94,3.41,0.001,0.051
3500,5.94,3.41,0,0.092
3501,5.94,3.41,0,0.088
3502,5.92,3.39,0,0.073
3503,5.63,3.3,0,0.075
3504,5.63,3.31,0,0.106
3505,5.63,3.31,0,0.161
3506,5.64,3.31,0,0.203
3507,5.65,3.32,0,0.155
3508,5.65,3.32,0.004,0.072
3509,5.78,3.38,0.041,0.041
3510,5.78,3.38,0.124,0.016
3511,5.78,3.37,0.257,0.026
3512,5.77,3.37,0.393,0.076
3513,5.77,3.37,0.521,0.112
3514,5.76,3.36,0.485,0.208
3515,6.46,3.62,0.315,0.368
3516,6.46,3.62,0.232,0.442
3517,6.46,3.62,0.214,0.409
3518,6.46,3.62,0.196,0.355
3519,6.46,3.62,0.134,0.361
3520,6.46,3.62,0.082,0.374
3521,6.39,3.6,0.034,0.352
3522,6.39,3.6,0.009,0.379
3523,6.39,3.6,0,0.376
3524,6.4,3.6,0,0.391
3525,6.39,3.6,0,0.391
3526,6.39,3.59,0,0.386
3527,5.85,3.38,0,0.374
3528,5.84,3.38,0,0.344
3529,5.85,3.38,0,0.358
3530,5.85,3.38,0,0.344
3531,5.85,3.39,0,0.242
3532,5.86,3.39,0.002,0.156
3533,6.26,3.54,0.024,0.1
3534,6.25,3.54,0.04,0.061
3535,6.25,3.54,0.047,0.03
3536,6.25,3.54,0.076,0.027
3537,6.24,3.53,0.127,0.041
3538,6.24,3.53,0.167,0.055
3539,7.05,3.98,0.196,0.069
3540,7.05,3.98,0.211,0.08
3541,7.05,3.97,0.211,0.085
3542,7.05,3.97,0.186,0.08
3543,7.05,3.97,0.147,0.077
3544,7.05,3.97,0.093,0.087
3545,6.81,3.8,0.045,0.11
3546,6.81,3.81,0.013,0.164
3547,6.81,3.81,0,0.245
3548,6.81,3.81,0,0.355
3549,6.81,3.81,0,0.464
3550,6.81,3.8,0,0.523
3551,6.04,3.44,0,0.552
3552,6.03,3.43,0,0.556
3553,6.04,3.44,0,0.55
3554,6.04,3.44,0,0.538
3555,6.04,3.44,0,0.542
3556,6.04,3.44,0,0.52
3557,6.19,3.49,0.014,0.502
3558,6.19,3.48,0.046,0.57
3559,6.19,3.48,0.093,0.642
3560,6.19,3.48,0.128,0.701
3561,6.18,3.48,0.154,0.746
3562,6.17,3.47,0.175,0.772
3563,6.59,3.67,0.193,0.779
3564,6.6,3.68,0.191,0.775
3565,6.59,3.67,0.199,0.768
3566,6.59,3.68,0.185,0.762
3567,6.59,3.68,0.155,0.734
3568,6.59,3.68,0.101,0.704
3569,6.3,3.54,0.053,0.702
3570,6.32,3.55,0.015,0.72
3571,6.32,3.55,0,0.735
3572,6.32,3.56,0,0.742
3573,6.32,3.55,0,0.735
3574,6.3,3.53,0,0.727
3575,5.93,3.4,0,0.731
3576,5.92,3.4,0,0.707
3577,5.93,3.4,0,0.697
3578,5.94,3.41,0,0.695
3579,5.95,3.42,0,0.679
3580,5.96,3.43,0,0.661
3581,5.99,3.44,0.019,0.648
3582,5.99,3.44,0.074,0.61
3583,5.98,3.44,0.164,0.644
3584,5.98,3.43,0.275,0.711
3585,5.97,3.42,0.382,0.773
3586,5.96,3.42,0.449,0.78
3587,6.01,3.45,0.461,0.748
3588,6.01,3.45,0.404,0.701
3589,6.01,3.45,0.314,0.638
3590,6.01,3.45,0.213,0.55
3591,6.01,3.45,0.135,0.383
3592,6.01,3.45,0.085,0.275
3593,5.81,3.38,0.044,0.196
3594,5.81,3.38,0.013,0.127
3595,5.81,3.38,0,0.103
3596,5.82,3.39,0,0.101
3597,5.81,3.38,0,0.101
3598,5.8,3.37,0,0.104
3599,5.67,3.33,0,0.116
3600,5.67,3.33,0,0.153
3601,5.67,3.33,0,0.205
3602,5.68,3.33,0,0.251
3603,5.69,3.34,0,0.276
3604,5.7,3.35,0.007,0.293
3605,5.72,3.36,0.052,0.241
3606,5.72,3.36,0.169,0.158
3607,5.72,3.36,0.312,0.192
3608,5.71,3.35,0.45,0.285
3609,5.71,3.35,0.569,0.344
3610,5.7,3.35,0.658,0.352
3611,5.91,3.42,0.721,0.346
3612,5.91,3.42,0.727,0.335
3613,5.91,3.42,0.682,0.32
3614,5.91,3.42,0.597,0.295
3615,5.91,3.42,0.471,0.267
3616,5.91,3.42,0.316,0.252
3617,5.87,3.41,0.145,0.227
3618,5.88,3.42,0.037,0.198
3619,5.88,3.42,0.003,0.257
3620,5.89,3.42,0,0.35
3621,5.88,3.42,0,0.432
3622,5.87,3.41,0,0.469
3623,5.71,3.36,0,0.462
3624,5.7,3.36,0,0.437
3625,5.71,3.36,0,0.42
3626,5.71,3.36,0,0.418
3627,5.72,3.37,0,0.402
3628,5.72,3.37,0.008,0.38
3629,6.05,3.49,0.051,0.291
3630,6.05,3.49,0.175,0.202
3631,6.05,3.49,0.334,0.227
3632,6.05,3.48,0.477,0.261
3633,6.04,3.48,0.584,0.251
3634,6.04,3.48,0.642,0.243
3635,6.69,3.74,0.662,0.249
3636,6.68,3.74,0.617,0.272
3637,6.68,3.73,0.609,0.294
3638,6.68,3.74,0.523,0.314
3639,6.68,3.74,0.406,0.348
3640,6.69,3.74,0.263,0.362
3641,6.34,3.59,0.13,0.315
3642,6.35,3.6,0.046,0.275
3643,6.35,3.6,0.003,0.329
3644,6.35,3.6,0,0.369
3645,6.35,3.6,0,0.362
3646,6.34,3.59,0,0.342
3647,6.14,3.51,0,0.319
3648,6.14,3.51,0,0.3
3649,6.14,3.51,0,0.278
3650,6.15,3.51,0,0.261
3651,6.16,3.52,0,0.272
3652,6.17,3.53,0.008,0.283
3653,6.25,3.56,0.053,0.217
3654,6.26,3.56,0.172,0.102
3655,6.25,3.55,0.315,0.095
3656,6.24,3.55,0.43,0.122
3657,6.24,3.55,0.51,0.122
3658,6.24,3.54,0.563,0.111
3659,6.35,3.6,0.595,0.098
3660,6.35,3.6,0.624,0.087
3661,6.35,3.59,0.608,0.08
3662,6.35,3.59,0.532,0.076
3663,6.35,3.59,0.426,0.073
3664,6.35,3.59,0.285,0.074
3665,6.12,3.51,0.14,0.078
3666,6.13,3.51,0.042,0.067
3667,6.13,3.51,0.004,0.041
3668,6.14,3.52,0,0.023
3669,6.13,3.51,0,0.011
3670,6.12,3.5,0,0.019
3671,5.85,3.4,0,0.029
3672,5.85,3.4,0,0.037
3673,5.85,3.4,0,0.041
3674,5.86,3.41,0,0.042
3675,5.87,3.42,0,0.045
3676,5.87,3.42,0.009,0.052
3677,6.05,3.49,0.039,0.051
3678,6.05,3.49,0.182,0.026
3679,6.04,3.48,0.351,0.012
3680,6.04,3.48,0.498,0.015
3681,6.03,3.47,0.609,0.025
3682,6.03,3.47,0.682,0.035
3683,6.41,3.62,0.715,0.043
3684,6.41,3.62,0.709,0.053
3685,6.41,3.62,0.666,0.061
3686,6.41,3.62,0.583,0.059
3687,6.41,3.62,0.462,0.046
3688,6.41,3.62,0.308,0.035
3689,6.01,3.47,0.143,0.03
3690,6.01,3.48,0.036,0.029
3691,6.02,3.48,0.004,0.031
3692,6.02,3.49,0,0.038
3693,6.02,3.48,0,0.05
3694,6,3.47,0,0.057
3695,5.79,3.39,0,0.05
3696,5.78,3.39,0,0.042
3697,5.79,3.39,0,0.037
3698,5.79,3.39,0,0.038
3699,5.8,3.4,0,0.053
3700,5.8,3.41,0.009,0.071
3701,5.97,3.47,0.05,0.085
3702,5.97,3.47,0.174,0.053
3703,5.96,3.47,0.338,0.029
3704,5.96,3.47,0.488,0.021
3705,5.96,3.46,0.6,0.022
3706,5.95,3.46,0.665,0.025
3707,6.61,3.72,0.687,0.024
3708,6.61,3.72,0.676,0.022
3709,6.61,3.72,0.63,0.02
3710,6.61,3.72,0.551,0.019
3711,6.61,3.72,0.44,0.02
3712,6.61,3.72,0.298,0.025
3713,6.59,3.7,0.142,0.035
3714,6.6,3.71,0.04,0.07
3715,6.6,3.71,0.004,0.18
3716,6.6,3.71,0,0.28
3717,6.6,3.71,0,0.332
3718,6.59,3.7,0,0.328
3719,6.27,3.57,0,0.27
3720,6.27,3.56,0,0.186
3721,6.27,3.57,0,0.102
3722,6.27,3.57,0,0.038
3723,6.28,3.57,0,0.007
3724,6.29,3.58,0.01,0.003
3725,6.47,3.66,0.044,0.01
3726,6.46,3.66,0.181,0.015
3727,6.46,3.65,0.343,0.055
3728,6.46,3.65,0.485,0.068
3729,6.46,3.65,0.584,0.057
3730,6.45,3.65,0.637,0.048
3731,7.02,4.03,0.641,0.052
3732,7.02,4.03,0.605,0.068
3733,7.02,4.03,0.536,0.097
3734,7.02,4.03,0.446,0.134
3735,7.02,4.03,0.36,0.18
3736,7.02,4.02,0.253,0.227
3737,6.94,3.92,0.138,0.274
3738,6.94,3.93,0.046,0.314
3739,6.94,3.93,0.004,0.417
3740,6.94,3.93,0,0.496
3741,6.94,3.93,0,0.49
3742,6.94,3.92,0,0.464
3743,6.29,3.58,0,0.442
3744,6.28,3.57,0,0.425
3745,6.29,3.57,0,0.43
3746,6.29,3.58,0,0.454
3747,6.3,3.58,0,0.467
3748,6.3,3.58,0.011,0.457
3749,6.61,3.71,0.063,0.441
3750,6.61,3.7,0.169,0.571
3751,6.61,3.7,0.286,0.542
3752,6.61,3.7,0.326,0.434
3753,6.61,3.7,0.326,0.328
3754,6.6,3.7,0.33,0.221
3755,7.1,4.13,0.354,0.147
3756,7.1,4.13,0.326,0.115
3757,7.1,4.13,0.286,0.092
3758,7.1,4.13,0.226,0.067
3759,7.1,4.13,0.181,0.052
3760,7.1,4.13,0.16,0.042
3761,7.01,3.99,0.11,0.045
3762,7.01,3.99,0.039,0.093
3763,7.01,3.99,0.001,0.245
3764,7.01,4,0,0.374
3765,7.01,4,0,0.343
3766,7.01,3.99,0,0.248
3767,6.42,3.61,0,0.156
3768,6.42,3.61,0,0.093
3769,6.42,3.61,0,0.102
3770,6.43,3.62,0,0.206
3771,6.43,3.62,0,0.31
3772,6.42,3.62,0.011,0.329
3773,6.7,3.74,0.051,0.284
3774,6.69,3.74,0.175,0.285
3775,6.7,3.74,0.338,0.207
3776,6.7,3.74,0.481,0.113
3777,6.7,3.74,0.59,0.063
3778,6.69,3.73,0.665,0.039
3779,7.22,4.22,0.7,0.041
3780,7.22,4.22,0.694,0.063
3781,7.22,4.22,0.645,0.091
3782,7.22,4.22,0.565,0.128
3783,7.22,4.22,0.442,0.171
3784,7.22,4.22,0.289,0.226
3785,7.09,4.04,0.145,0.309
3786,7.09,4.04,0.04,0.421
3787,7.09,4.04,0.005,0.58
3788,7.09,4.04,0,0.635
3789,7.09,4.05,0,0.557
3790,7.09,4.05,0,0.463
3791,6.4,3.56,0,0.354
3792,6.4,3.57,0,0.237
3793,6.43,3.6,0,0.202
3794,6.44,3.6,0,0.361
3795,6.46,3.62,0,0.605
3796,6.47,3.63,0.011,0.744
3797,6.86,3.82,0.047,0.867
3798,6.85,3.8,0.178,0.926
3799,6.86,3.82,0.345,0.919
3800,6.86,3.83,0.496,0.91
3801,6.85,3.8,0.611,0.887
3802,6.86,3.81,0.687,0.842
3803,7.35,4.31,0.72,0.766
3804,7.35,4.31,0.715,0.667
3805,7.35,4.29,0.67,0.566
3806,7.35,4.29,0.587,0.474
3807,7.35,4.3,0.468,0.395
3808,7.35,4.3,0.315,0.333
3809,7.17,4.09,0.149,0.283
3810,7.17,4.1,0.038,0.215
3811,7.17,4.1,0.005,0.208
3812,7.17,4.1,0,0.222
3813,7.17,4.1,0,0.225
3814,7.17,4.11,0,0.229
3815,6.58,3.64,0,0.24
3816,6.57,3.62,0,0.251
3817,6.58,3.63,0,0.259
3818,6.57,3.63,0,0.266
3819,6.59,3.64,0,0.279
3820,6.61,3.67,0.011,0.289
3821,6.92,3.84,0.045,0.196
3822,6.91,3.81,0.184,0.114
3823,6.91,3.82,0.35,0.193
3824,6.92,3.83,0.497,0.147
3825,6.91,3.82,0.607,0.087
3826,6.91,3.81,0.678,0.052
3827,7.41,4.22,0.708,0.037
3828,7.41,4.22,0.702,0.038
3829,7.41,4.22,0.658,0.054
3830,7.41,4.22,0.576,0.088
3831,7.41,4.22,0.448,0.162
3832,7.41,4.22,0.292,0.227
3833,7.13,3.92,0.136,0.22
3834,7.13,3.92,0.047,0.203
3835,7.13,3.94,0.005,0.225
3836,7.13,3.94,0,0.274
3837,7.13,3.94,0,0.329
