ex07_plant_wind_availability_factor,ex07_demand1_value,ex07_demand2_value,ex08_pv,ex08_demand,ex15_cop,ex15_cop_minconversion,ex15_heatdemand,ex17_capacity
0.1,2.93,1.63,,,2.39,1.673,43,
0.67,1.14,1.46,,,2.68,1.876,41,
0.74,2.85,1.18,,,2.68,1.876,40,
0.5,0.7,1.46,,,2.68,1.876,40,
0.45,1.3,4.16,,,2.68,1.876,41,
0.79,4.67,4.62,,,2.68,1.876,43,
0.11,2.31,2.45,,,2.68,1.876,45,
0.04,4.65,4.44,,,2.49,1.743,46,
0.64,3.58,0.31,,,2.49,1.743,46,
0.39,2.16,1.49,,,2.49,1.743,45,
0.7,2.41,2.06,,,2.49,1.743,41,
0.64,3.33,1.87,,,2.49,1.743,32,
0.62,2.76,4,,,2.49,1.743,26,
0.8,1.58,1.42,,,2.26,1.582,22,
0.57,0.84,2.86,,,2.26,1.582,24,
0.65,0.91,0.88,,,2.26,1.582,25,
0.41,4.83,0.35,,,2.26,1.582,32,
0.27,1.99,3.2,,,2.26,1.582,45,
0.45,2.48,4.88,,,2.27,1.589,49,
0.68,4.49,2.19,,,2.27,1.589,46,
0.99,2.42,2.94,,,2.27,1.589,44,
0,2.97,0.33,,,2.27,1.589,42,
0.42,0.6,4.67,,,2.27,1.589,39,
0.97,0.5,0.72,,,2.27,1.589,38,
0.53,4.73,3.05,,,2.85,1.995,37,
0.54,1.68,4.57,,,2.85,1.995,36,
0.26,4.56,2.27,,,2.85,1.995,37,
0.73,2.75,2.78,,,2.85,1.995,38,
0.74,0.73,4.2,,,2.85,1.995,40,
0.15,0.91,3.2,,,2.85,1.995,42,
0.53,4.73,1.46,,,2.66,1.862,43,
0.38,0.63,0.23,,,2.66,1.862,43,
0.5,4.37,3.75,,,2.66,1.862,42,
0.29,0.37,0.72,,,2.66,1.862,38,
0.2,1.4,4.07,,,2.66,1.862,31,
0.04,3.08,0.17,,,2.66,1.862,24,
0.55,3.55,4.53,,,2.4,1.68,19,
0.98,2.41,2.59,,,2.4,1.68,20,
0.08,4.46,3.43,,,2.4,1.68,21,
0.03,3.23,3.8,,,2.4,1.68,23,
0.17,3.91,1.36,,,2.4,1.68,28,
0.22,2.33,1.15,,,2.4,1.68,38,
0.22,1.15,1.43,,,2.37,1.659,45,
0.15,0.85,1.92,,,2.37,1.659,44,
0.38,3.4,2.23,,,2.37,1.659,42,
0.12,4.3,2.12,,,2.37,1.659,40,
0.71,1.9,0.72,,,2.37,1.659,37,
0.76,0.42,2.01,,,2.37,1.659,35,
0.81,2.65,2.84,,,2.86,2.002,35,
0.14,3.79,3.04,,,2.86,2.002,34,
0.28,1.58,4.16,,,2.86,2.002,34,
0.77,2,3.78,,,2.86,2.002,35,
0.58,3.5,0.88,,,2.86,2.002,37,
0.32,4.09,2.31,,,2.86,2.002,38,
0.99,3.08,2.59,,,2.67,1.869,39,
0.42,4.35,3.48,,,2.67,1.869,39,
0.14,3.17,4.55,,,2.67,1.869,38,
0.18,2.29,3.63,,,2.67,1.869,34,
0.05,2.52,2.4,,,2.67,1.869,26,
0.57,2.52,3.82,,,2.67,1.869,21,
0.77,4.46,4.01,,,2.48,1.736,17,
0.84,0.79,1.06,,,2.48,1.736,18,
0.87,4.67,3.96,,,2.48,1.736,18,
0.34,3.92,2.7,,,2.48,1.736,20,
0.85,4.17,2.18,,,2.48,1.736,25,
0.38,4.25,3.7,,,2.48,1.736,35,
0.03,0.38,1.57,,,2.48,1.736,42,
0.4,4.2,4.03,,,2.48,1.736,41,
0.13,4,3.19,,,2.48,1.736,39,
0.58,4.69,2.45,,,2.48,1.736,37,
0.35,3.39,4.87,,,2.48,1.736,34,
0.08,1.68,0.12,,,2.48,1.736,32,
0.5,4.93,1.79,,,2.79,1.953,31,
0.42,1.09,0.09,,,2.79,1.953,31,
0.49,1.91,2.24,,,2.79,1.953,31,
0.65,0.23,0.36,,,2.79,1.953,32,
1,1.85,1,,,2.79,1.953,33,
0.12,0.99,0.12,,,2.79,1.953,34,
0.64,0.56,2.41,,,2.65,1.855,35,
0.82,0.09,1.1,,,2.65,1.855,35,
0.93,2.51,1.03,,,2.65,1.855,34,
1,1.74,3.89,,,2.65,1.855,31,
0.56,1.25,0.54,,,2.65,1.855,24,
0.89,2.12,2.84,,,2.65,1.855,18,
0.79,0.94,4.51,,,2.52,1.764,18,
0.64,3.53,1.08,,,2.52,1.764,19,
0.71,0.36,3.16,,,2.52,1.764,20,
0.43,0.74,1.69,,,2.52,1.764,22,
0.94,3.34,3,,,2.52,1.764,27,
0.43,4.39,2.09,,,2.52,1.764,37,
0.51,3.74,1,,,2.51,1.757,45,
0.52,3.24,2.63,,,2.51,1.757,44,
0.64,1.73,4.65,,,2.51,1.757,42,
0.98,0.47,3.44,,,2.51,1.757,39,
0.3,0.76,1.45,,,2.51,1.757,37,
0.26,4.67,2.34,,,2.51,1.757,35,
0.31,3.81,0.85,,,2.55,1.785,34,
0.4,1.37,2.23,,,2.55,1.785,33,
0.09,4.55,3.86,,,2.55,1.785,33,
0.57,1.95,1.16,,,2.55,1.785,34,
0.04,2.34,4.07,,,2.55,1.785,35,
0,1.4,1.66,,,2.55,1.785,37,
0.32,0.59,2.71,,,2.44,1.708,37,
0.98,1.25,1.91,,,2.44,1.708,38,
0.91,0.23,4.42,,,2.44,1.708,37,
0.73,4.04,1.8,,,2.44,1.708,34,
0.24,4.82,1.16,,,2.44,1.708,26,
0.2,2.53,0.45,,,2.44,1.708,20,
0.58,4.04,3.31,,,2.34,1.638,22,
0.16,3.81,0.61,,,2.34,1.638,23,
0.94,0.39,4.45,,,2.34,1.638,24,
0.85,3.33,2.15,,,2.34,1.638,26,
0.55,1.22,4.36,,,2.34,1.638,32,
0.11,1.18,4.78,,,2.34,1.638,43,
0.8,1.44,3.71,,,2.35,1.645,51,
0.85,2.19,2.84,,,2.35,1.645,50,
0.62,1.57,0.28,,,2.35,1.645,49,
0.41,0.16,0.2,,,2.35,1.645,45,
0.24,3.9,3.58,,,2.35,1.645,43,
0.91,1.67,4.95,,,2.35,1.645,41,
0.26,0.92,0.47,,,2.52,1.764,40,
0.21,1.65,4.59,,,2.52,1.764,39,
0.5,1.06,3.7,,,2.52,1.764,40,
0.51,3.93,1.8,,,2.52,1.764,40,
0.7,1.05,2.44,,,2.52,1.764,42,
0.13,2.27,2.96,,,2.52,1.764,44,
0.93,4.49,0.45,,,2.42,1.694,44,
0.98,3.56,4.5,,,2.42,1.694,44,
0.94,0.86,0.3,,,2.42,1.694,43,
0.43,2.69,2.88,,,2.42,1.694,39,
0.17,2.23,0.82,,,2.42,1.694,30,
0.78,0.01,3.92,,,2.42,1.694,24,
0.72,4.8,1.71,,,2.35,1.645,23,
0.86,4.61,4.44,,,2.35,1.645,25,
0.5,2.54,3.33,,,2.35,1.645,25,
0.8,2.11,4.94,,,2.35,1.645,27,
0.69,2.13,3.72,,,2.35,1.645,32,
0.67,0.82,1.13,,,2.35,1.645,44,
0.39,0.41,4.68,,,2.36,1.652,53,
0.51,0.69,4.96,,,2.36,1.652,52,
0.26,3.38,0.08,,,2.36,1.652,50,
0.62,0.53,2.25,,,2.36,1.652,48,
0.26,2.2,0.89,,,2.36,1.652,45,
0.94,2.58,3.42,,,2.36,1.652,43,
0.99,2.04,1,,,2.56,1.792,42,
0.95,0.81,1.88,,,2.56,1.792,41,
0.25,4.3,1.98,,,2.56,1.792,42,
0.27,4.15,2.29,,,2.56,1.792,43,
0.35,4.91,3.07,,,2.56,1.792,44,
0.97,1.94,3.08,,,2.56,1.792,46,
0.81,0.57,4.98,,,2.44,1.708,46,
0.73,4.26,2.62,,,2.44,1.708,46,
0.38,1.84,2.82,,,2.44,1.708,44,
0.6,0.34,4.88,,,2.44,1.708,40,
0.24,1.41,1,,,2.44,1.708,32,
0.44,2.89,3.63,,,2.44,1.708,25,
0.9,2.46,1.81,,,2.32,1.624,24,
0.7,1.31,3.54,,,2.32,1.624,25,
0.2,2.09,2.12,,,2.32,1.624,25,
0.61,0.34,2.52,,,2.32,1.624,28,
0.75,1.04,0.2,,,2.32,1.624,33,
0.72,0.96,2.32,,,2.32,1.624,46,
0.83,0.36,4.71,,,2.3,1.61,54,
0.82,4.12,4.9,,,2.3,1.61,52,
0.66,4.44,1.41,,,2.3,1.61,50,
0.91,4.95,2.03,,,2.3,1.61,47,
0.44,4.72,0.31,,,2.3,1.61,45,
0.59,4.34,2.59,,,2.3,1.61,43,
0.79,2.79,0.59,,,2.6,1.82,42,
0.29,2.18,0.31,,,2.6,1.82,41,
0.73,1.79,4.68,,,2.6,1.82,40,
0.27,0.61,2.37,,,2.6,1.82,41,
0.82,1.8,4.17,,,2.6,1.82,44,
0.37,1.68,0.01,,,2.6,1.82,46,
0.34,2.14,2.31,,,2.49,1.743,46,
0.36,3.29,0.71,,,2.49,1.743,46,
0.17,2.51,3.52,,,2.49,1.743,45,
0.26,2.71,3.17,,,2.49,1.743,41,
0.67,1.77,0.47,,,2.49,1.743,33,
0.86,2.49,1.31,,,2.49,1.743,26,
0.52,3.82,4.62,,,2.24,1.568,26,
0.7,0.38,3.84,,,2.24,1.568,27,
0.87,4.57,0.21,,,2.24,1.568,27,
0.31,0.48,1.51,,,2.24,1.568,29,
0.47,0.39,3.48,,,2.24,1.568,36,
0.29,0.72,3.88,,,2.24,1.568,49,
0.13,1.65,1.18,,,2.27,1.589,54,
0.2,2.17,2.85,,,2.27,1.589,51,
0.42,3.36,4.36,,,2.27,1.589,50,
0.13,2.14,0.87,,,2.27,1.589,48,
0.31,5,1.85,,,2.27,1.589,45,
0.66,0.26,4.65,,,2.27,1.589,44,
0.42,1.32,4.33,,,2.63,1.841,42,
0.81,2.25,2.68,,,2.63,1.841,42,
0.44,4.01,0.87,,,2.63,1.841,43,
0.19,2.07,3.92,,,2.63,1.841,44,
0.81,0,2.87,,,2.63,1.841,46,
0.1,3.98,1.53,,,2.63,1.841,48,
0.18,4.9,1.7,,,2.47,1.729,48,
0.27,4.94,1.34,,,2.47,1.729,48,
0.98,2.98,3.58,,,2.47,1.729,47,
0.31,1.84,4.73,,,2.47,1.729,43,
0.59,4.53,0.91,,,2.47,1.729,34,
0,2.81,0.63,,,2.47,1.729,28,
0.54,4.47,0.37,,,2.33,1.631,28,
0.63,2.06,0.57,,,2.33,1.631,29,
0.05,4.45,0.7,,,2.33,1.631,30,
0.62,4.29,4.55,,,2.33,1.631,33,
0.41,0.22,1.75,,,2.33,1.631,38,
0.51,1.07,2.68,,,2.33,1.631,51,
0.55,2.78,4.41,,,2.33,1.631,60,
0.61,1.84,3.61,,,2.33,1.631,59,
0.47,0.66,3.91,,,2.33,1.631,57,
0.73,3.24,1.32,,,2.33,1.631,55,
0.71,2.39,0.04,,,2.33,1.631,52,
0.96,2.82,0.47,,,2.33,1.631,50,
0.03,3.24,0.49,,,2.39,1.673,48,
0.12,0.8,2.03,,,2.39,1.673,48,
0.56,3.68,4.83,,,2.39,1.673,48,
0.74,2.7,0.52,,,2.39,1.673,49,
0.49,3.55,4.07,,,2.39,1.673,51,
0.85,3.34,3.96,,,2.39,1.673,53,
0.98,0.45,3.11,,,2.3,1.61,53,
0.02,3.37,4.97,,,2.3,1.61,53,
0.39,2.76,2.7,,,2.3,1.61,51,
0,3.85,4.61,,,2.3,1.61,46,
0.57,2.94,0.87,,,2.3,1.61,37,
0.22,1.85,2.1,,,2.3,1.61,30,
0.8,0.5,0.56,,,2.19,1.533,29,
0.84,3.5,2.98,,,2.19,1.533,30,
0.03,1.97,2.44,,,2.19,1.533,31,
0.29,0.46,3.61,,,2.19,1.533,33,
0.21,0.74,1.02,,,2.19,1.533,39,
0.69,0.76,0.06,,,2.19,1.533,52,
0.25,3.76,4.54,,,2.22,1.554,62,
0.94,2.98,1.46,,,2.22,1.554,60,
0.69,1.93,0,,,2.22,1.554,59,
0.48,3.41,1.91,,,2.22,1.554,56,
0.84,3.8,0.88,,,2.22,1.554,53,
0.91,1.15,3.28,,,2.22,1.554,51,
0.28,4.17,2.62,,,2.55,1.785,49,
0.25,2.59,3.05,,,2.55,1.785,49,
0.52,2.52,2.9,,,2.55,1.785,49,
0.71,2.09,2.17,,,2.55,1.785,50,
0.42,4.96,2.84,,,2.55,1.785,52,
1,2.45,3.6,,,2.55,1.785,54,
0.68,0.25,2.39,,,2.49,1.743,54,
0.47,3.01,4.51,,,2.49,1.743,53,
0.87,1.15,2.37,,,2.49,1.743,52,
0.39,1.73,1.71,,,2.49,1.743,47,
0.47,4.96,4.16,,,2.49,1.743,37,
0.26,3.84,1.34,,,2.49,1.743,30,
0.9,4.14,3.95,,,2.34,1.638,22,
0.14,0.71,4.09,,,2.34,1.638,23,
0.65,2.53,0.83,,,2.34,1.638,24,
0.05,3.29,2.18,,,2.34,1.638,26,
0.31,4.56,2.79,,,2.34,1.638,32,
0.26,1.19,0.65,,,2.34,1.638,43,
0.22,1.79,0.85,,,2.35,1.645,51,
0.79,3.68,3.17,,,2.35,1.645,50,
0.61,0.93,4.72,,,2.35,1.645,49,
0.77,4.78,3.79,,,2.35,1.645,46,
0.4,4.8,4.69,,,2.35,1.645,43,
0.9,4.93,2.69,,,2.35,1.645,41,
0.08,2.99,2.47,,,2.87,2.009,40,
0.75,3.65,2.44,,,2.87,2.009,39,
0.4,2.88,2.19,,,2.87,2.009,40,
0.3,4.56,3.3,,,2.87,2.009,41,
0.22,0.94,1.75,,,2.87,2.009,42,
0.48,4.48,4.31,,,2.87,2.009,44,
0.41,4.13,3.08,,,2.74,1.918,44,
0.86,3.12,2.96,,,2.74,1.918,44,
0.06,0.04,3.52,,,2.74,1.918,43,
0.38,3.57,3.77,,,2.74,1.918,39,
0.86,0.63,0.48,,,2.74,1.918,30,
0.68,0.04,3.79,,,2.74,1.918,24,
0.95,0.78,4.39,,,2.54,1.778,15,
0.92,3.13,3.58,,,2.54,1.778,16,
0.26,1,3.33,,,2.54,1.778,17,
0.21,0.49,0.72,,,2.54,1.778,18,
0,0.21,2.48,,,2.54,1.778,23,
0.23,1.34,4.71,,,2.54,1.778,32,
0.01,1.2,2.79,,,2.52,1.764,39,
0.48,0.83,3.71,,,2.52,1.764,38,
0.19,2.88,3.88,,,2.52,1.764,36,
0.61,3.46,4.1,,,2.52,1.764,34,
0.62,3.65,1.23,,,2.52,1.764,32,
0.71,2.28,4.05,,,2.52,1.764,30,
0.85,1.27,1.29,,,3.02,2.114,29,
0.16,4.12,0.83,,,3.02,2.114,28,
0.6,3.36,1.38,,,3.02,2.114,28,
0.66,4.95,0.15,,,3.02,2.114,29,
0.51,3.09,0.59,,,3.02,2.114,30,
0.82,1.75,4.91,,,3.02,2.114,31,
0.83,2.32,3.76,,,2.84,1.988,32,
0.21,1.14,1.86,,,2.84,1.988,33,
0.46,0.24,3.3,,,2.84,1.988,32,
0.52,4.12,3.27,,,2.84,1.988,29,
0.38,4.79,4.19,,,2.84,1.988,22,
0.72,0.33,3.11,,,2.84,1.988,17,
0.43,2.99,2.18,,,2.64,1.848,10,
0.66,3.68,3.71,,,2.64,1.848,11,
0.91,0.12,2.99,,,2.64,1.848,11,
0.94,1.38,0.62,,,2.64,1.848,13,
0.21,4.83,4.39,,,2.64,1.848,17,
0.91,2.53,0.79,,,2.64,1.848,24,
0.78,4.04,3.24,,,2.62,1.834,30,
0.16,3.22,3.5,,,2.62,1.834,30,
0.51,0.99,3.26,,,2.62,1.834,28,
0.42,4.77,1.86,,,2.62,1.834,26,
0.17,4.05,2.92,,,2.62,1.834,24,
0.2,0.91,0.15,,,2.62,1.834,22,
0.04,1.03,2.05,,,3.04,2.128,21,
0.37,0.28,0.45,,,3.04,2.128,21,
0.82,2.67,1.91,,,3.04,2.128,21,
0.18,3.9,2.69,,,3.04,2.128,21,
0.02,1.46,1.94,,,3.04,2.128,22,
0.16,0.4,3.01,,,3.04,2.128,23,
0.79,0.7,1.76,,,2.86,2.002,24,
0.76,0.37,1.36,,,2.86,2.002,25,
0.08,0.81,4.55,,,2.86,2.002,24,
0.65,1.28,1.78,,,2.86,2.002,22,
0.67,0.99,3.13,,,2.86,2.002,17,
0.2,3.71,1.04,,,2.86,2.002,12,
0.04,0.66,4.65,,,2.64,1.848,13,
0.32,2.89,4.63,,,2.64,1.848,14,
0.84,2.92,4.73,,,2.64,1.848,14,
0.81,0.05,2.72,,,2.64,1.848,16,
0.25,4.56,0.48,,,2.64,1.848,20,
0.12,2.51,0.71,,,2.64,1.848,29,
0.82,1.27,2.93,,,2.48,1.736,35,
0.16,2.45,3.23,,,2.48,1.736,34,
0.97,0.19,2.83,,,2.48,1.736,32,
0.59,3.36,4.79,,,2.48,1.736,30,
0.68,1.99,3.87,,,2.48,1.736,28,
0.35,2.86,1.93,,,2.48,1.736,27,
0.5,1.39,4.15,,,2.6,1.82,25,
0.62,4.08,4.65,,,2.6,1.82,24,
0.84,2.32,3.72,,,2.6,1.82,24,
0.07,2.95,2.38,,,2.6,1.82,24,
0.94,0.15,2.89,,,2.6,1.82,26,
0.36,4.81,3.63,,,2.6,1.82,27,
0.88,4.99,3.83,,,2.52,1.764,28,
0.56,4.34,4.27,,,2.52,1.764,29,
0.14,1.85,0.14,,,2.52,1.764,28,
0.14,4.87,1.15,,,2.52,1.764,26,
0.23,3.12,3.5,,,2.52,1.764,20,
0.07,2.48,0.42,,,2.52,1.764,15,
0.68,3.02,2.53,,,2.39,1.673,16,
0.44,3.44,4.51,,,2.39,1.673,17,
0.48,4.57,2.12,,,2.39,1.673,17,
0.48,4.13,0.87,,,2.39,1.673,19,
0.11,3.44,1.13,,,2.39,1.673,25,
0.07,3.41,4.54,,,2.39,1.673,36,
0.08,1.64,2.67,,,2.42,1.694,39,
0.71,2.49,1.84,,,2.42,1.694,37,
0.84,4.08,4.65,,,2.42,1.694,35,
0.57,0.27,4.08,,,2.42,1.694,33,
0.68,2.16,0.1,,,2.42,1.694,31,
0.95,0.87,0.29,,,2.42,1.694,30,
0.45,1.61,4.03,,,2.73,1.911,29,
0.24,4.07,3.71,,,2.73,1.911,28,
0.53,4.61,2.12,,,2.73,1.911,28,
0.11,3.3,0.22,,,2.73,1.911,29,
0.34,0.38,1.93,,,2.73,1.911,30,
0.64,0.93,4.18,,,2.73,1.911,32,
0.97,4.69,0.71,,,2.6,1.82,33,
0.89,3.14,4.15,,,2.6,1.82,34,
0.68,3.76,3.38,,,2.6,1.82,33,
0.44,1.37,2.15,,,2.6,1.82,30,
0.56,1.59,0.85,,,2.6,1.82,24,
0.6,3.2,3.08,,,2.6,1.82,18,
0.87,1.51,0.86,,,2.33,1.631,17,
0.14,4.92,1.29,,,2.33,1.631,18,
0.14,4.92,0.27,,,2.33,1.631,19,
0.82,0.38,4.04,,,2.33,1.631,21,
0.73,2.88,3.14,,,2.33,1.631,26,
0.08,0.82,4.42,,,2.33,1.631,36,
0.41,0.48,2.26,,,2.38,1.666,43,
0.96,4.2,4.11,,,2.38,1.666,42,
0.49,0.49,1.88,,,2.38,1.666,40,
0.9,4.58,4.76,,,2.38,1.666,37,
0.2,3.68,2.34,,,2.38,1.666,35,
0.69,3.66,3.76,,,2.38,1.666,33,
0.82,4.77,1.86,,,2.85,1.995,32,
0.05,4.36,3.59,,,2.85,1.995,32,
0.42,4.31,4.31,,,2.85,1.995,32,
0.84,1.93,1.39,,,2.85,1.995,32,
0.87,4.4,1.02,,,2.85,1.995,34,
0.52,1.99,4.98,,,2.85,1.995,35,
0.87,0.66,1.93,,,2.64,1.848,36,
0.2,1.5,2.92,,,2.64,1.848,37,
0.73,3.65,2.08,,,2.64,1.848,36,
0.41,2.36,4.89,,,2.64,1.848,32,
0.2,4.96,2.16,,,2.64,1.848,25,
0.69,0.73,3.26,,,2.64,1.848,19,
0.38,4.68,1.14,,,2.43,1.701,20,
0.04,3.33,3.71,,,2.43,1.701,21,
0.68,4.59,1.07,,,2.43,1.701,22,
0.61,4.05,2.81,,,2.43,1.701,24,
0.37,1.36,3.76,,,2.43,1.701,29,
0.7,3.15,1.48,,,2.43,1.701,39,
0.63,2.14,2.51,,,2.43,1.701,47,
0.37,2.18,3.81,,,2.43,1.701,46,
0.33,1.04,4.63,,,2.43,1.701,45,
0.91,1.93,2.4,,,2.43,1.701,42,
0.38,1.05,2.38,,,2.43,1.701,39,
0.95,4.09,0.86,,,2.43,1.701,37,
0.96,4.43,1.28,,,2.55,1.785,36,
0.59,4.34,2.32,,,2.55,1.785,36,
0.07,3.36,3.93,,,2.55,1.785,36,
0.24,4.25,3.65,,,2.55,1.785,37,
0.1,1.33,1.18,,,2.55,1.785,39,
0.16,3.87,4.24,,,2.55,1.785,40,
0.89,2.63,0.44,,,2.5,1.75,40,
0.07,1.15,3.39,,,2.5,1.75,40,
0.42,0.07,0.74,,,2.5,1.75,39,
0.1,2.01,1.03,,,2.5,1.75,36,
0.9,0.94,0.71,,,2.5,1.75,27,
0.01,0.48,2.2,,,2.5,1.75,22,
0.73,3.18,0.22,,,2.41,1.687,22,
0.03,2.76,3.31,,,2.41,1.687,23,
0.74,3.01,4.86,,,2.41,1.687,24,
0.31,1.48,3.28,,,2.41,1.687,26,
0.21,4,0.27,,,2.41,1.687,32,
0.97,4.69,0.39,,,2.41,1.687,43,
0.95,0.93,1.24,,,2.38,1.666,51,
0.39,3.49,2.27,,,2.38,1.666,50,
0.66,1.31,1.1,,,2.38,1.666,49,
0.06,4.59,3.75,,,2.38,1.666,45,
0.82,2.18,4,,,2.38,1.666,43,
0.73,4.86,4.64,,,2.38,1.666,40,
0.41,1.52,2.69,,,2.53,1.771,39,
0.5,0.41,0.14,,,2.53,1.771,39,
0.37,1.4,1.8,,,2.53,1.771,39,
0.43,3.62,2.23,,,2.53,1.771,40,
0.7,1.47,2.18,,,2.53,1.771,42,
0.66,0.72,4.87,,,2.53,1.771,44,
1,1.51,4.2,,,2.43,1.701,44,
0.12,4.34,3.79,,,2.43,1.701,44,
0.99,4.1,3.39,,,2.43,1.701,43,
0.28,1.36,0.23,,,2.43,1.701,39,
0.05,1.55,2.85,,,2.43,1.701,30,
0.69,2.37,2.55,,,2.43,1.701,24,
0.26,0.38,2.7,,,2.26,1.582,23,
0.44,4.58,2.36,,,2.26,1.582,25,
0.44,1.76,4.86,,,2.26,1.582,25,
0.19,3.12,4.77,,,2.26,1.582,28,
0.5,1.17,3.13,,,2.26,1.582,34,
0.91,3.73,0.42,,,2.26,1.582,45,
0.36,1.22,4.57,,,2.3,1.61,54,
0.34,2.67,2.81,,,2.3,1.61,53,
0.32,1.74,2.13,,,2.3,1.61,51,
0.01,4.3,4.99,,,2.3,1.61,48,
0.44,3.88,4.24,,,2.3,1.61,45,
0.42,1.79,4.51,,,2.3,1.61,43,
0.88,3.64,4.45,,,2.58,1.806,42,
0.78,1.89,3.5,,,2.58,1.806,42,
0.85,0.71,4.32,,,2.58,1.806,42,
0.9,3.96,1.13,,,2.58,1.806,43,
0.96,2.1,1.15,,,2.58,1.806,45,
0.84,2.68,1.66,,,2.58,1.806,46,
0.61,0.77,4.58,,,2.56,1.792,47,
0.46,0.49,3.33,,,2.56,1.792,47,
0.12,3.81,4.21,,,2.56,1.792,45,
0.96,1.3,0.37,,,2.56,1.792,41,
0.95,1.94,2.32,,,2.56,1.792,32,
0.17,0.72,2.51,,,2.56,1.792,25,
0.83,2.46,0.39,,,2.37,1.659,20,
0.22,4.25,1.75,,,2.37,1.659,21,
0.64,4.3,1.03,,,2.37,1.659,21,
0.74,4.9,2.06,,,2.37,1.659,24,
0.15,0.19,4.66,,,2.37,1.659,29,
0.51,4.9,4.25,,,2.37,1.659,39,
0.01,0.21,4.88,,,2.4,1.68,48,
0.61,3.56,1.83,,,2.4,1.68,47,
0.76,0.95,4.82,,,2.4,1.68,45,
0.09,0.3,2.8,,,2.4,1.68,42,
0.19,0.86,0.44,,,2.4,1.68,40,
0.46,4.28,4.49,,,2.4,1.68,38,
0.86,0.89,0.42,,,2.78,1.946,37,
0.6,1.95,2.29,,,2.78,1.946,36,
0.64,2.51,0.04,,,2.78,1.946,37,
0.53,2.08,1.76,,,2.78,1.946,37,
0.53,2.05,4.1,,,2.78,1.946,39,
0.54,3.85,0.6,,,2.78,1.946,40,
0.04,4.77,4.59,,,2.74,1.918,41,
0.57,4.89,4.42,,,2.74,1.918,41,
0.48,2,4.4,,,2.74,1.918,40,
0.45,1.01,4.68,,,2.74,1.918,36,
0.28,4.9,1.99,,,2.74,1.918,28,
0.08,2.42,0.21,,,2.74,1.918,22,
0.31,3.47,3.41,,,2.59,1.813,16,
0.53,3.82,1.58,,,2.59,1.813,16,
0.61,1.3,4.76,,,2.59,1.813,17,
0.89,0.67,4.22,,,2.59,1.813,18,
0.8,3.38,0.09,,,2.59,1.813,23,
0.32,1.72,4.31,,,2.59,1.813,33,
0.54,3.55,4.25,,,2.59,1.813,40,
0.33,1.58,4.98,,,2.59,1.813,38,
0.38,4.98,2.03,,,2.59,1.813,36,
0.5,1.26,2.1,,,2.59,1.813,34,
0.8,0.87,2.72,,,2.59,1.813,31,
0.45,3.72,0.64,,,2.59,1.813,30,
0.71,4.64,2.56,,,2.8,1.96,29,
0.57,4.51,1.92,,,2.8,1.96,28,
0.43,1.85,0.72,,,2.8,1.96,27,
0.85,2.16,2.23,,,2.8,1.96,28,
0.09,1.5,1.83,,,2.8,1.96,30,
0.03,2.49,2.05,,,2.8,1.96,31,
0.13,4.11,1.95,,,2.65,1.855,33,
0.63,1.12,3,,,2.65,1.855,33,
0.94,4.51,3.33,,,2.65,1.855,32,
0.4,2.62,2.72,,,2.65,1.855,29,
0.18,3.13,3.52,,,2.65,1.855,23,
0.52,0.92,2.29,,,2.65,1.855,18,
0.11,1,0.42,,,2.46,1.722,13,
0.65,4.96,4.79,,,2.46,1.722,15,
0.06,4.85,0.94,,,2.46,1.722,14,
0.54,0.73,2.74,,,2.46,1.722,16,
0.61,2.09,3.75,,,2.46,1.722,22,
0.61,4.03,0.16,,,2.46,1.722,31,
0.61,2.14,2.41,,,2.5,1.75,35,
0.6,3.82,1.42,,,2.5,1.75,33,
0.71,1.88,2.16,,,2.5,1.75,31,
0.64,4.85,2.07,,,2.5,1.75,29,
0.32,4.29,4.24,,,2.5,1.75,27,
0.95,2.86,3.84,,,2.5,1.75,26,
0.69,1.55,0.42,,,2.95,2.065,25,
0.01,3.98,2.8,,,2.95,2.065,24,
0.82,4.89,3.51,,,2.95,2.065,24,
0.26,0.56,0.25,,,2.95,2.065,25,
0.39,2.22,2.37,,,2.95,2.065,26,
0.9,2.35,3.4,,,2.95,2.065,28,
0.6,4.64,4.46,,,2.81,1.967,29,
0.48,2.77,3.87,,,2.81,1.967,29,
0.73,1.1,4.28,,,2.81,1.967,29,
0.93,3.68,4.4,,,2.81,1.967,26,
0.76,2.75,3.86,,,2.81,1.967,21,
0.38,3.98,4.31,,,2.81,1.967,15,
0,1.11,1.34,,,2.52,1.764,12,
0.89,2.63,0.11,,,2.52,1.764,13,
0.77,0.31,4.33,,,2.52,1.764,13,
0.3,1.07,4.04,,,2.52,1.764,15,
0.98,4.83,3.35,,,2.52,1.764,20,
0.18,3.43,2.68,,,2.52,1.764,28,
0.77,2.1,1.3,,,2.53,1.771,35,
0.61,0.5,3.9,,,2.53,1.771,34,
0.09,2.46,3.29,,,2.53,1.771,32,
0.35,1.49,4.76,,,2.53,1.771,29,
0.55,1.57,2.81,,,2.53,1.771,27,
0.5,3.7,3,,,2.53,1.771,25,
0.66,0.07,0.66,,,2.94,2.058,24,
0.36,1.16,3.99,,,2.94,2.058,24,
0.21,0.58,3.1,,,2.94,2.058,23,
0.21,0.31,1.49,,,2.94,2.058,24,
0.21,4.59,4.25,,,2.94,2.058,25,
0.44,1.47,3.34,,,2.94,2.058,26,
